From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
AAC73583.1	P0AAR3	reviewed	YBAK_ECOLI	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK (EC 4.2.-.-)	ybaK b0481 JW0470	Escherichia coli (strain K12)	159
AAC73584.1	P77301	reviewed	YBAP_ECOLI	Uncharacterized protein YbaP	ybaP b0482 JW0471	Escherichia coli (strain K12)	264
AAC73585.2	P0A9T6	reviewed	YBAQ_ECOLI	Uncharacterized HTH-type transcriptional regulator YbaQ	ybaQ b0483 JW0472	Escherichia coli (strain K12)	113
AAC73586.1	Q59385	reviewed	COPA_ECOLI	Copper-exporting P-type ATPase (EC 7.2.2.8) (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase) (Soluble copper chaperone CopA(Z))	copA atcU f834 ybaR b0484 JW0473	Escherichia coli (strain K12)	834
AAC73587.1	P77454	reviewed	GLSA1_ECOLI	Glutaminase 1 (EC 3.5.1.2)	glsA1 ybaS b0485 JW0474	Escherichia coli (strain K12)	310
AAC73588.1	P77400	reviewed	YBAT_ECOLI	Inner membrane transport protein YbaT	ybaT b0486 JW0475	Escherichia coli (strain K12)	430
AAC73589.1	P0A9G4	reviewed	CUER_ECOLI	HTH-type transcriptional regulator CueR (Copper efflux regulator) (Copper export regulator)	cueR copR ybbI b0487 JW0476	Escherichia coli (strain K12)	135
AAC73590.2	P0AAS3	reviewed	YBBJ_ECOLI	Inner membrane protein YbbJ	ybbJ b0488 JW5065	Escherichia coli (strain K12)	152
AAC73591.1	P0AA53	reviewed	QMCA_ECOLI	Protein QmcA	qmcA ybbK b0489 JW0478	Escherichia coli (strain K12)	305
AAC73592.1	P77279	reviewed	FETA_ECOLI	Probable iron export ATP-binding protein FetA (EC 7.2.2.-)	fetA ybbL b0490 JW0479	Escherichia coli (strain K12)	225
AAC73593.2	P77307	reviewed	FETB_ECOLI	Probable iron export permease protein FetB	fetB ybbM b0491 JW5066	Escherichia coli (strain K12)	259
AAC73594.2	P77395	reviewed	CNOX_ECOLI	Chaperedoxin (Heat shock protein CnoX) (Trxsc)	cnoX ybbN b0492 JW5067	Escherichia coli (strain K12)	284
AAC73595.1	P0AFP4	reviewed	YBBO_ECOLI	Uncharacterized oxidoreductase YbbO (EC 1.-.-.-)	ybbO b0493 JW0482	Escherichia coli (strain K12)	269
AAC73596.1	P0ADA1	reviewed	TESA_ECOLI	Thioesterase 1/protease 1/lysophospholipase L1 (TAP) (Acyl-CoA thioesterase 1) (TESA) (EC 3.1.2.2) (Acyl-CoA thioesterase I) (Arylesterase) (EC 3.1.1.2) (Lysophospholipase L1) (EC 3.1.1.5) (Oleoyl-[acyl-carrier-protein] hydrolase) (EC 3.1.2.14) (Phospholipid degradation C) (Pldc) (Protease 1) (EC 3.4.21.-) (Protease I) (Thioesterase I/protease I) (TEP-I)	tesA apeA pldC b0494 JW0483	Escherichia coli (strain K12)	208
AAC73597.1	P0A9T8	reviewed	YBBA_ECOLI	Uncharacterized ABC transporter ATP-binding protein YbbA	ybbA b0495 JW0484	Escherichia coli (strain K12)	228
AAC73598.1	P77504	reviewed	YBBP_ECOLI	Uncharacterized ABC transporter permease YbbP	ybbP b0496 JW0485	Escherichia coli (strain K12)	804
AAC73599.1	P16919	reviewed	RHSD_ECOLI	Protein RhsD	rhsD b0497 JW0486	Escherichia coli (strain K12)	1426
AAC73600.1	P33668	reviewed	YBBC_ECOLI	Uncharacterized protein YbbC	ybbC b0498 JW0487	Escherichia coli (strain K12)	122
AYC08181.1	P77688	reviewed	YLBG_ECOLI	Protein YlbG	ylbG b0502 JW5880	Escherichia coli (strain K12)	123
AAC73605.1	P33667	reviewed	SELU_ECOLI	tRNA 2-selenouridine synthase (EC 2.9.1.3) (Selenophosphate-dependent tRNA 2-selenouridine synthase)	selU ybbB b0503 JW0491	Escherichia coli (strain K12)	364
AAC73606.1	P0ACR0	reviewed	ALLS_ECOLI	HTH-type transcriptional activator AllS	allS glxA1 ybbS b0504 JW0492	Escherichia coli (strain K12)	308
AAC73607.1	P77731	reviewed	ALLA_ECOLI	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	allA glxA2 ybbT b0505 JW0493	Escherichia coli (strain K12)	160
AAC73608.1	P0ACN4	reviewed	ALLR_ECOLI	HTH-type transcriptional repressor AllR (Negative regulator of allantoin and glyoxylate utilization operons)	allR glxA3 ybbU b0506 JW0494	Escherichia coli (strain K12)	271
AAC73609.1	P0AEP7	reviewed	GCL_ECOLI	Glyoxylate carboligase (EC 4.1.1.47) (Tartronate-semialdehyde synthase)	gcl b0507 JW0495	Escherichia coli (strain K12)	593
AAC73610.1	P30147	reviewed	HYI_ECOLI	Hydroxypyruvate isomerase (EC 5.3.1.22) (Glyoxylate-induced protein)	hyi gip ybbG b0508 JW0496	Escherichia coli (strain K12)	258
AAC73611.1	P77161	reviewed	GLXR_ECOLI	2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)	glxR glxB1 ybbQ b0509 JW0497	Escherichia coli (strain K12)	292
AAC73613.2	P75712	reviewed	ALLP_ECOLI	Putative allantoin permease (Allantoin transport protein) (Allantoin transporter)	ybbW glxB2 b0511 JW0499	Escherichia coli (strain K12)	484
AAC73614.1	P77671	reviewed	ALLB_ECOLI	Allantoinase (EC 3.5.2.5) (Allantoin-utilizing enzyme)	allB glxB3 ybbX b0512 JW0500	Escherichia coli (strain K12)	453
AAC73615.2	P77328	reviewed	YBBY_ECOLI	Putative purine permease YbbY	ybbY glxB4 b0513 JW0501	Escherichia coli (strain K12)	433
AAC73616.1	P77364	reviewed	GLXK2_ECOLI	Glycerate 3-kinase (EC 2.7.1.31) (D-Glycerate-3-kinase) (Glycerate kinase 2) (GK2)	glxK glxB5 ybbZ b0514 JW0502	Escherichia coli (strain K12)	381
AAC73617.1	P75713	reviewed	ALLE_ECOLI	(S)-ureidoglycine aminohydrolase (UGHY) (UGlyAH) (EC 3.5.3.26)	allE glxB6 ylbA b0515 JW0503	Escherichia coli (strain K12)	261
AAC73618.1	P77425	reviewed	ALLC_ECOLI	Allantoate amidohydrolase (AAH) (EC 3.5.3.9) (Allantoate deiminase)	allC glxB7 ylbB b0516 JW0504	Escherichia coli (strain K12)	411
AAC73619.1	P77555	reviewed	ALLD_ECOLI	Ureidoglycolate dehydrogenase (NAD(+)) (EC 1.1.1.350)	allD glxB8 ylbC b0517 JW0505	Escherichia coli (strain K12)	349
AAC73620.1	Q47208	reviewed	FDRA_ECOLI	Protein FdrA	fdrA ylbD b0518 JW0506	Escherichia coli (strain K12)	555
ABD18638.2	P77129	reviewed	YLBE_ECOLI	Uncharacterized protein YlbE	ylbE b4572 b0519	Escherichia coli (strain K12)	419
AAC73622.1	P0AAS5	reviewed	YLBF_ECOLI	Uncharacterized protein YlbF	ylbF b0520 JW0509	Escherichia coli (strain K12)	271
AAC73623.1	P37306	reviewed	ARCC_ECOLI	Carbamate kinase (EC 2.7.2.2)	arcC ybcF b0521 JW0510	Escherichia coli (strain K12)	297
AAC73624.1	P09029	reviewed	PURK_ECOLI	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK b0522 JW0511	Escherichia coli (strain K12)	355
AAC73625.1	P0AG18	reviewed	PURE_ECOLI	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE b0523 JW0512	Escherichia coli (strain K12)	169
AAC73626.1	P43341	reviewed	LPXH_ECOLI	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase) (UDP-2,3-diacylglucosamine pyrophosphatase)	lpxH ybbF b0524 JW0513	Escherichia coli (strain K12)	240
AAC73627.1	P23869	reviewed	PPIB_ECOLI	Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (Rotamase B)	ppiB b0525 JW0514	Escherichia coli (strain K12)	164
AAC73628.1	P21888	reviewed	SYC_ECOLI	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS b0526 JW0515	Escherichia coli (strain K12)	461
AAC73629.1	P45570	reviewed	YBCI_ECOLI	Inner membrane protein YbcI	ybcI b0527 JW0516	Escherichia coli (strain K12)	173
AAC73630.2	P0AAS7	reviewed	YBCJ_ECOLI	Putative RNA-binding protein YbcJ	ybcJ b0528 JW5070	Escherichia coli (strain K12)	70
AAC73631.1	P24186	reviewed	FOLD_ECOLI	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD ads b0529 JW0518	Escherichia coli (strain K12)	288
AAC73632.2	P0ABW5	reviewed	SFMA_ECOLI	Uncharacterized fimbrial-like protein SfmA (Type-1A pilin)	sfmA b0530 JW0519	Escherichia coli (strain K12)	180
AAC73633.1	P77249	reviewed	SFMC_ECOLI	Probable fimbrial chaperone SfmC	sfmC b0531 JW0520	Escherichia coli (strain K12)	230
AAC73634.1	P77468	reviewed	SFMD_ECOLI	Outer membrane usher protein SfmD	sfmD b0532 JW0521	Escherichia coli (strain K12)	867
AAC73635.2	P75715	reviewed	SFMH_ECOLI	Uncharacterized fimbrial-like protein SfmH	sfmH b0533 JW5071	Escherichia coli (strain K12)	327
AAC73636.1	P38052	reviewed	SFMF_ECOLI	Uncharacterized fimbrial-like protein SfmF	sfmF ybcG b0534 JW5072	Escherichia coli (strain K12)	171
AAC73637.1	P0AEL8	reviewed	FIMZ_ECOLI	Fimbriae Z protein	fimZ ybcA b0535 JW5073	Escherichia coli (strain K12)	210
AAC73638.1	P24218	reviewed	INTD_ECOLI	Prophage integrase IntD (Prophage DLP12 integrase) (Prophage QSR' integrase)	intD int b0537 JW0525	Escherichia coli (strain K12)	387
AAC73641.2	P0CF68	reviewed	INSE3_ECOLI	Transposase InsE for insertion sequence IS3C	insE3 b0540 JW5074	Escherichia coli (strain K12)	99
AAC73642.1	P0CF81	reviewed	INSF3_ECOLI	Transposase InsF for insertion sequence IS3C	insF3 b0541 JW0529	Escherichia coli (strain K12)	288
AAC73644.1	P23895	reviewed	EMRE_ECOLI	Multidrug transporter EmrE (Efflux-multidrug resistance protein EmrE) (Ethidium resistance protein) (Methyl viologen resistance protein C)	emrE eb mvrC b0543 JW0531	Escherichia coli (strain K12)	110
AYC08182.1	P0DPN3	reviewed	YLCJ_ECOLI	Protein YlcJ	ylcJ b4733	Escherichia coli (strain K12)	49
AAC73645.1	P77698	reviewed	YBCK_ECOLI	Uncharacterized protein YbcK	ybcK b0544 JW0532	Escherichia coli (strain K12)	508
AAC73646.1	P77368	reviewed	YBCL_ECOLI	UPF0098 protein YbcL	ybcL b0545 JW0533	Escherichia coli (strain K12)	183
AAC73647.1	P77634	reviewed	YBCM_ECOLI	Uncharacterized HTH-type transcriptional regulator YbcM	ybcM b0546 JW0534	Escherichia coli (strain K12)	265
ABP93435.1	Q47268	reviewed	YLCH_ECOLI	Uncharacterized protein YlcH	ylcH b4588 b0546.1	Escherichia coli (strain K12)	33
AAC73648.1	Q47269	reviewed	YBCN_ECOLI	Uncharacterized protein YbcN	ybcN b0547 JW0535	Escherichia coli (strain K12)	151
AAC73649.1	Q47270	reviewed	NINE_ECOLI	Prophage NinE homolog (Protein NinE homolog from lambdoid prophage DLP12)	ninE b0548 JW0536	Escherichia coli (strain K12)	56
AAC73650.1	P68661	reviewed	YBCO_ECOLI	Putative nuclease YbcO (EC 3.1.-.-)	ybcO b0549 JW0537	Escherichia coli (strain K12)	96
AAC73651.1	P0AG74	reviewed	RUSA_ECOLI	Crossover junction endodeoxyribonuclease RusA (EC 3.1.21.10) (Holliday junction nuclease RusA) (Holliday junction resolvase)	rusA rus ybcP b0550 JW0538	Escherichia coli (strain K12)	120
ABD18639.1	Q47272	reviewed	YLCG_ECOLI	Uncharacterized protein YlcG	ylcG b4509 JW5076	Escherichia coli (strain K12)	46
AAC73652.1	Q47274	reviewed	REQ1_ECOLI	Prophage antitermination protein Q homolog QuuD (Antitermination protein Q homolog from lambdoid prophage DLP12)	quuD ybcQ b0551 JW0539	Escherichia coli (strain K12)	127
AAC73653.2	P0CE50	reviewed	INSH2_ECOLI	Transposase InsH for insertion sequence element IS5B	insH2 b0552 JW0540	Escherichia coli (strain K12)	326
AAC73655.1	P0A9R2	reviewed	ESSD_ECOLI	Prophage lysis protein S homolog EssD (Lysis protein S homolog from lambdoid prophage DLP12)	essD ybcR b0554 JW0543	Escherichia coli (strain K12)	71
AAC73656.1	P78285	reviewed	LYSD_ECOLI	Lysozyme RrrD (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase)	rrrD arrD ybcS b0555 JW0544	Escherichia coli (strain K12)	165
AAC73657.1	P75719	reviewed	RZPD_ECOLI	Prophage Rz endopeptidase RzpD (EC 3.4.-.-)	rzpD ybcT b0556 JW5079	Escherichia coli (strain K12)	153
ABD18640.1	P58041	reviewed	RZOD_ECOLI	Prophage outer membrane lipoprotein RzoD (o-spanin) (Outer membrane lipoprotein Rz1 from lambdoid prophage DLP12) (Spanin from lambdoid prophage DLP12, outer membrane subunit)	rzoD b4510 JW5080	Escherichia coli (strain K12)	60
AAC73658.1	P77330	reviewed	BORD_ECOLI	Prophage lipoprotein Bor homolog (Lipoprotein Bor homolog from lambdoid prophage DLP12)	borD ybcU b0557 JW0546	Escherichia coli (strain K12)	97
AAC73659.2	P77598	reviewed	YBCV_ECOLI	Uncharacterized protein YbcV	ybcV b0558 JW5081	Escherichia coli (strain K12)	136
AAC73660.1	P64435	reviewed	YBCW_ECOLI	Uncharacterized protein YbcW	ybcW b0559 JW0548	Escherichia coli (strain K12)	68
ABP93436.1	A5A607	reviewed	YLCI_ECOLI	Uncharacterized protein YlcI	ylcI b4589	Escherichia coli (strain K12)	64
AAC73661.1	P31062	reviewed	NOHD_ECOLI	DNA-packaging protein NU1 homolog	nohD nohB b0560 JW0549	Escherichia coli (strain K12)	181
AYC08183.1	P77699	reviewed	TFAD_ECOLI	Protein TfaD (Tail fiber assembly protein homolog from lambdoid prophage DLP12)	tfaD ybcX b0561	Escherichia coli (strain K12)	187
AYC08184.1	P77087	reviewed	TFAX_ECOLI	Protein TfaX	tfaX ylcE b0563 JW0552	Escherichia coli (strain K12)	61
AAC73665.1	P05052	reviewed	APPY_ECOLI	HTH-type transcriptional regulator AppY (M5 polypeptide)	appY b0564 JW0553	Escherichia coli (strain K12)	249
AAC73666.1	P09169	reviewed	OMPT_ECOLI	Protease 7 (EC 3.4.23.49) (Omptin) (Outer membrane protein 3B) (Protease A) (Protease VII)	ompT b0565 JW0554	Escherichia coli (strain K12)	317
AAC73667.1	P10805	reviewed	ENVY_ECOLI	Porin thermoregulatory protein EnvY	envY b0566 JW0555	Escherichia coli (strain K12)	253
AAC73668.1	P37325	reviewed	YBCH_ECOLI	Uncharacterized protein YbcH	ybcH b0567 JW0556	Escherichia coli (strain K12)	296
AAC73669.1	P31600	reviewed	NFRA_ECOLI	Bacteriophage adsorption protein A (Bacteriophage N4 adsorption protein A)	nfrA b0568 JW0557	Escherichia coli (strain K12)	990
AAC73670.1	P0AFA5	reviewed	NFRB_ECOLI	Bacteriophage adsorption protein B (Bacteriophage N4 adsorption protein B)	nfrB b0569 JW0558	Escherichia coli (strain K12)	745
AAC73671.1	P77485	reviewed	CUSS_ECOLI	Sensor histidine kinase CusS (EC 2.7.13.3)	cusS ybcZ b0570 JW5082	Escherichia coli (strain K12)	480
AAC73672.1	P0ACZ8	reviewed	CUSR_ECOLI	Transcriptional regulatory protein CusR	cusR ylcA b0571 JW0560	Escherichia coli (strain K12)	227
AAC73673.1	P77211	reviewed	CUSC_ECOLI	Cation efflux system protein CusC	cusC ibeB ylcB b0572 JW0561	Escherichia coli (strain K12)	457
AAC73674.1	P77214	reviewed	CUSF_ECOLI	Cation efflux system protein CusF	cusF cusX ylcC b0573 JW0562	Escherichia coli (strain K12)	110
AAC73675.1	P77239	reviewed	CUSB_ECOLI	Cation efflux system protein CusB	cusB ylcD b0574 JW0563	Escherichia coli (strain K12)	407
AAC73676.1	P38054	reviewed	CUSA_ECOLI	Cation efflux system protein CusA	cusA ybdE b0575 JW0564	Escherichia coli (strain K12)	1047
AAC73677.1	P24207	reviewed	PHEP_ECOLI	Phenylalanine-specific permease (Phenylalanine:H(+) symporter PheP)	pheP b0576 JW0565	Escherichia coli (strain K12)	458
AAC73678.1	P0AAT4	reviewed	YBDG_ECOLI	Miniconductance mechanosensitive channel YbdG	ybdG mscM b0577 JW0566	Escherichia coli (strain K12)	415
AAC73679.1	P38489	reviewed	NFSB_ECOLI	Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) (Dihydropteridine reductase) (EC 1.5.1.34) (FMN-dependent nitroreductase)	nfsB dprA nfnB nfsI ntr b0578 JW0567	Escherichia coli (strain K12)	217
AAC73680.1	P0AAT2	reviewed	YBDF_ECOLI	Uncharacterized protein YbdF	ybdF b0579 JW5083	Escherichia coli (strain K12)	122
AAC73681.1	P77506	reviewed	YBDJ_ECOLI	Uncharacterized protein YbdJ	ybdJ b0580 JW0569	Escherichia coli (strain K12)	82
AAC73682.1	P77213	reviewed	GCS2_ECOLI	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	ybdK b0581 JW0570	Escherichia coli (strain K12)	372
AAT48125.1	P77091	reviewed	HOKE_ECOLI	Toxic protein HokE	hokE ybdY b4415 JW5084	Escherichia coli (strain K12)	50
AAC73683.1	P0CF92	reviewed	INSL2_ECOLI	Putative transposase InsL for insertion sequence element IS186B	insL2 b0582 JW0572	Escherichia coli (strain K12)	370
AAC73684.2	P19925	reviewed	ENTD_ECOLI	Enterobactin synthase component D (4'-phosphopantetheinyl transferase EntD) (EC 2.7.8.-) (Enterochelin synthase D)	entD b0583 JW5085	Escherichia coli (strain K12)	206
AAC73685.1	P05825	reviewed	FEPA_ECOLI	Ferrienterobactin receptor (Enterobactin outer-membrane receptor)	fepA fep feuB b0584 JW5086	Escherichia coli (strain K12)	746
AAC73686.2	P13039	reviewed	FES_ECOLI	Iron(III) enterobactin esterase (EC 3.1.1.108) (Enterochelin esterase) (Ferric enterobactin esterase)	fes b0585 JW0576	Escherichia coli (strain K12)	400
ABD18641.1	P18393	reviewed	YBDZ_ECOLI	Enterobactin biosynthesis protein YbdZ	ybdZ b4511 JW0577	Escherichia coli (strain K12)	72
AAC73687.1	P11454	reviewed	ENTF_ECOLI	Enterobactin synthase component F (EC 6.3.2.14) (Enterochelin synthase F) (Nonribosomal peptide synthetase EntF) [Includes: L-serine--[L-seryl-carrier protein] ligase (EC 6.2.1.72) (Serine-activating enzyme) (Seryl-AMP ligase)]	entF b0586 JW0578	Escherichia coli (strain K12)	1293
AAC73688.1	P26266	reviewed	FEPE_ECOLI	Ferric enterobactin transport protein FepE	fepE b0587 JW0579	Escherichia coli (strain K12)	377
AAC73689.1	P23878	reviewed	FEPC_ECOLI	Ferric enterobactin transport ATP-binding protein FepC (EC 7.2.2.17)	fepC b0588 JW0580	Escherichia coli (strain K12)	271
AAC73690.1	P23877	reviewed	FEPG_ECOLI	Ferric enterobactin transport system permease protein FepG	fepG b0589 JW0581	Escherichia coli (strain K12)	330
AAC73691.1	P23876	reviewed	FEPD_ECOLI	Ferric enterobactin transport system permease protein FepD	fepD b0590 JW0582	Escherichia coli (strain K12)	334
AAC73692.1	P24077	reviewed	ENTS_ECOLI	Enterobactin exporter EntS (Protein p43)	entS ybdA b0591 JW0583	Escherichia coli (strain K12)	416
AAC73693.1	P0AEL6	reviewed	FEPB_ECOLI	Ferric enterobactin-binding periplasmic protein FepB	fepB b0592 JW0584	Escherichia coli (strain K12)	318
AAC73694.1	P0AEJ2	reviewed	ENTC_ECOLI	Isochorismate synthase EntC (EC 5.4.4.2) (Isochorismate mutase)	entC b0593 JW0585	Escherichia coli (strain K12)	391
AAC73695.1	P10378	reviewed	ENTE_ECOLI	Enterobactin synthase component E (EC 6.3.2.14) (2,3-dihydroxybenzoate-AMP ligase) (DHB-AMP ligase) (2,3-dihydroxybenzoate-AMP synthase) (EC 6.2.1.71) (Dihydroxybenzoic acid-activating enzyme) (Enterochelin synthase E)	entE b0594 JW0586	Escherichia coli (strain K12)	536
AAC73696.1	P0ADI4	reviewed	ENTB_ECOLI	Enterobactin synthase component B (EC 6.3.2.14) (Enterobactin biosynthesis bifunctional protein EntB) (Enterochelin synthase B) [Includes: Isochorismatase (EC 3.3.2.1) (2,3-dihydro-2,3-dihydroxybenzoate synthase) (Isochorismate lyase); Aryl carrier protein (ArCP)]	entB entG b0595 JW0587	Escherichia coli (strain K12)	285
AAC73697.1	P15047	reviewed	ENTA_ECOLI	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (DiDHB-DH) (EC 1.3.1.28) (Trans-2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase)	entA b0596 JW0588	Escherichia coli (strain K12)	248
AAC73698.1	P0A8Y8	reviewed	ENTH_ECOLI	Proofreading thioesterase EntH (EC 3.1.2.-) (Enterobactin synthase component H) (p15)	entH ybdB b0597 JW0589	Escherichia coli (strain K12)	137
AAC73699.1	P15078	reviewed	CSTA_ECOLI	Peptide transporter CstA (Carbon starvation protein A)	cstA ybdC b0598 JW0590	Escherichia coli (strain K12)	701
ABD18642.1	P0AAS9	reviewed	YBDD_ECOLI	Uncharacterized protein YbdD	ybdD b4512 JW0591	Escherichia coli (strain K12)	65
AAC73700.1	P45579	reviewed	HCXA_ECOLI	Hydroxycarboxylate dehydrogenase A (EC 1.1.1.-) (2-oxobutanoate reductase) (2-oxoglutarate reductase)	hcxA ybdH b0599 JW0592	Escherichia coli (strain K12)	362
AAC73701.1	P77806	reviewed	YBDL_ECOLI	Methionine aminotransferase (EC 2.6.1.88) (Methionine-oxo-acid transaminase)	ybdL b0600 JW0593	Escherichia coli (strain K12)	386
AAC73702.1	P77174	reviewed	YBDM_ECOLI	Uncharacterized protein YbdM	ybdM b0601 JW0594	Escherichia coli (strain K12)	209
AAC73703.1	P77216	reviewed	YBDN_ECOLI	Uncharacterized protein YbdN	ybdN b0602 JW0595	Escherichia coli (strain K12)	406
AAC73704.1	P77746	reviewed	YBDO_ECOLI	Uncharacterized HTH-type transcriptional regulator YbdO	ybdO b0603 JW0596	Escherichia coli (strain K12)	300
AAC73705.2	P77202	reviewed	DSBG_ECOLI	Thiol:disulfide interchange protein DsbG	dsbG ybdP b0604 JW0597	Escherichia coli (strain K12)	248
AAC73706.1	P0AE08	reviewed	AHPC_ECOLI	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Alkyl hydroperoxide reductase protein C22) (Peroxiredoxin) (SCRP-23) (Sulfate starvation-induced protein 8) (SSI8) (Thioredoxin peroxidase)	ahpC b0605 JW0598	Escherichia coli (strain K12)	187
AAC73707.2	P35340	reviewed	AHPF_ECOLI	Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-) (Alkyl hydroperoxide reductase F52A protein)	ahpF b0606 JW0599	Escherichia coli (strain K12)	521
AAC73708.1	P39177	reviewed	USPG_ECOLI	Universal stress protein UP12 (Universal stress protein G)	uspG ybdQ yzzU b0607 JW0600	Escherichia coli (strain K12)	142
AAC73709.1	P77316	reviewed	YBDR_ECOLI	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR (EC 1.-.-.-)	ybdR b0608 JW0601	Escherichia coli (strain K12)	412
AYC08185.1	P0DPN4	reviewed	YLDA_ECOLI	Protein YldA	yldA b4734	Escherichia coli (strain K12)	29
AAC73711.1	P0AFW4	reviewed	RNK_ECOLI	Regulator of nucleoside diphosphate kinase	rnk b0610 JW0602	Escherichia coli (strain K12)	136
AAC73712.1	P21338	reviewed	RNI_ECOLI	Ribonuclease I (RNase I) (EC 4.6.1.21) (Enterobacter ribonuclease)	rna rnsA b0611 JW0603	Escherichia coli (strain K12)	268
AAC73713.1	P0AE74	reviewed	CITT_ECOLI	Citrate/succinate antiporter (Citrate carrier) (Citrate transporter)	citT ybdS b0612 JW0604	Escherichia coli (strain K12)	487
AAC73714.1	P77231	reviewed	CITG_ECOLI	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase) (EC 2.4.2.52)	citG ybdT b0613 JW0605	Escherichia coli (strain K12)	292
AAC73715.1	P0A6G5	reviewed	CITX_ECOLI	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)	citX ybdU b0614 JW0606	Escherichia coli (strain K12)	183
AAC73716.1	P75726	reviewed	CILA_ECOLI	Citrate lyase alpha chain (Citrase alpha chain) (EC 4.1.3.6) (Citrate (pro-3S)-lyase alpha chain) (Citrate CoA-transferase subunit) (EC 2.8.3.10)	citF ybdV b0615 JW5087	Escherichia coli (strain K12)	510
AAC73717.2	P0A9I1	reviewed	CITE_ECOLI	Citrate lyase subunit beta (Citrase beta chain) (EC 4.1.3.6) (Citrate (pro-3S)-lyase subunit beta) (Citryl-CoA lyase subunit) (EC 4.1.3.34)	citE ybdW b0616 JW0608	Escherichia coli (strain K12)	302
AAC73718.1	P69330	reviewed	CITD_ECOLI	Citrate lyase acyl carrier protein (Citrate lyase gamma chain)	citD ybdX b0617 JW0609	Escherichia coli (strain K12)	98
AAC73719.2	P77390	reviewed	CITC_ECOLI	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22) (Acetate:SH-citrate lyase ligase) (Citrate lyase synthetase)	citC ybeO b0618 JW0610	Escherichia coli (strain K12)	352
