Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Genes in same transcription unit	Accession-1
msrP	b1971	2039478	2040482	protein-L-methionine sulfoxide reductase catalytic subunit MsrP	WELL-CHARACTERIZED	hiuH // msrQ // msrP	b1971
ygjJ	b3079	3227801	3228871	protein YgjJ	UNCHARACTERIZED	ygjK // ygjJ	b3079
fdx	b2525	2656748	2657083	oxidized ferredoxin // reduced ferredoxin	WELL-CHARACTERIZED	iscX // fdx // hscA // hscB	b2525
raiZ	b4805	2737381	2737542	small RNA RaiZ	PARTIAL	raiZ // raiA	b4805
ryfB	b4607	2700059	2700377				b4607
atpA	b3734	3918316	3919857	ATP synthase F<sub>1</sub> complex subunit &alpha;	WELL-CHARACTERIZED	atpI // atpC // atpD // atpG // atpA // atpH // atpF // atpE // atpB	b3734
ygfB	b2909	3054866	3055444	PF03695 family protein YgfB	UNCHARACTERIZED	ygfB // pepP // ubiH // ubiI	b2909
ykgO	b4506	312374	312514	50S ribosomal subunit protein L36B	WELL-CHARACTERIZED	ykgM // ykgO	b4506
wcaJ	b2047	2120160	2121554	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase	WELL-CHARACTERIZED	wcaC // wcaD // wcaE // wcaF // gmd // fcl // gmm // wcaI // cpsB // cpsG // wcaJ // wzxC	b2047
ygeH	b2852	2992094	2993470	putative transcriptional regulator YgeH	PARTIAL	ygeH	b2852
psiF	b0384	403281	403601	phosphate starvation-inducible protein PsiF	UNCHARACTERIZED	phoA // psiF	b0384
cysS	b0526	554611	555996	cysteine&mdash;tRNA ligase	WELL-CHARACTERIZED	cysS	b0526
ulaA	b4193	4419980	4421377	L-ascorbate specific PTS enzyme IIC component	WELL-CHARACTERIZED	ulaF // ulaE // ulaD // ulaC // ulaB // ulaA	b4193
exuR	b3094	3246652	3247428	DNA-binding transcriptional repressor ExuR	PARTIAL	exuR	b3094
yfdS	b2362	2475511	2475873	CPS-53 (KpLE1) prophage; protein YfdS	PARTIAL	yfdT // yfdS // yfdR	b2362
ryeA	b4432	1923066	1923337	small antisense RNA RyeA	PARTIAL	ryeA	b4432
yihS	b3880	4070515	4071756	sulfoquinovose isomerase	WELL-CHARACTERIZED	yihS // yihT // yihU	b3880
ulaR	b4191	4417698	4418453	DNA-binding transcriptional repressor UlaR	WELL-CHARACTERIZED	ulaR	b4191
leuC	b0072	79464	80864	3-isopropylmalate dehydratase subunit LeuC	WELL-CHARACTERIZED	leuD // leuC // leuB // leuA // leuL	b0072
cydA	b0733	771458	773026	cytochrome <i>bd</i>-I subunit 1	WELL-CHARACTERIZED	cydB // cydA	b0733
ydiR	b1698	1780401	1781339	putative electron transfer flavoprotein subunit YdiR	PARTIAL	fadK // ydiT // ydiS // ydiR // ydiQ	b1698
glnL	b3869	4055290	4056339	protein histidine kinase NtrB	WELL-CHARACTERIZED	glnZ // glnG // glnL // glnA	b3869
insC3	b1997	2069815	2070180	CP4-44 prophage; IS2 insertion element repressor InsA	PARTIAL	insC3 // insD3 // insCD3	b1997
ymdF	b4518	1068081	1068254	stress-induced bacterial acidophilic repeat motifs-containing protein YmdF	PARTIAL	ymdF	b4518
yhhN	b3468	3605751	3606377	PF07947 family protein YhhN	UNCHARACTERIZED	yhhN	b3468
insJ	b3557	3720680	3721201	insertion element IS150 protein InsA	PARTIAL	insJ	b3557
dgcI	b0834	875335	876663	putative diguanylate cyclase DgcI	PARTIAL	dgcI // pdeI	b0834
ycaR	b0917	970673	970855	PF03966 family protein YcaR	UNCHARACTERIZED	kdsB // ycaR	b0917
yhcN	b3238	3385538	3385801	DUF1471 domain-containing stress-induced protein YhcN	PARTIAL	yhcN	b3238
yfgH	b2505	2629792	2630310	lipoprotein YfgH	UNCHARACTERIZED	yfgI // yfgH	b2505
yfcF	b2301	2419841	2420485	glutathione <i>S</i>-transferase YfcF	WELL-CHARACTERIZED	yfcF	b2301
ydcS	b1440	1511654	1512799	putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase	WELL-CHARACTERIZED	ydcV // ydcU // ydcT // ydcS // patD	b1440
exbB	b3006	3151250	3151984	Ton complex subunit ExbB	WELL-CHARACTERIZED	exbB // exbD	b3006
mpl	b4233	4455785	4457158	UDP-<i>N</i>-acetylmuramate&mdash;L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminoheptanedioate ligase	WELL-CHARACTERIZED	mpl	b4233
era	b2566	2702481	2703386	30S ribosomal subunit maturation GTPase Era	WELL-CHARACTERIZED	recO // era // rnc // acpS // pdxJ	b2566
csgC	b1043	1104961	1105293	curlin chaperone	PARTIAL	csgB // csgA // csgC	b1043
argF	b0273	289301	290305	CP4-6 prophage; ornithine carbamoyltransferase ArgF	WELL-CHARACTERIZED	argF // xynR	b0273
proB	b0242	260388	261491	glutamate 5-kinase	WELL-CHARACTERIZED	proB // proA	b0242
insD1	b0361	381674	382579	IS2 element protein	UNCHARACTERIZED	insD1 // insC1 // insCD1	b0361
hns	b1237	1292509	1292922	DNA-binding transcriptional dual regulator H-NS	WELL-CHARACTERIZED	hns	b1237
modE	b0761	793856	794644	DNA-binding transcriptional dual regulator ModE	WELL-CHARACTERIZED	modE // modF	b0761
tusB	b3343	3474678	3474965	sulfurtransferase complex subunit TusB	WELL-CHARACTERIZED	yheO // tusD // tusC // tusB	b3343
amiD	b0867	904913	905743	<i>N</i>-acetylmuramoyl-L-alanine amidase D	WELL-CHARACTERIZED	amiD // ybjQ	b0867
ybgP	b0717	748979	749707	putative fimbrial chaperone YbgP	PARTIAL	ybgQ // ybgP // ybgO	b0717
trmB	b2960	3102133	3102852	tRNA m<sup>7</sup>G46 methyltransferase	WELL-CHARACTERIZED	trmB // yggL	b2960
yqgG	b4784	3086145	3086288	protein YqgG	UNCHARACTERIZED		b4784
b2084	b2084	2167735	2168001				b2084
ykgS	b4688	290510	290638	CP4-6 prophage; protein YkgS	UNCHARACTERIZED	ykgS	b4688
yddK	b1471	1544758	1545714	leucine-rich repeat domain-containing protein YddK	UNCHARACTERIZED	yddL // yddK // yddJ	b1471
ileS	b0026	22391	25207	isoleucine&mdash;tRNA ligase	WELL-CHARACTERIZED	ribF // ispH // fkpB // lspA // ileS	b0026
ybjN	b0853	892957	893433	protein YbjN	UNCHARACTERIZED	nfsA // ybjC // ybjN // rimK	b0853
gatA	b2094	2174597	2175049	galactitol-specific PTS enzyme IIA component	WELL-CHARACTERIZED	gatD // gatC // gatB // gatA // gatZ // gatY	b2094
pepT	b1127	1185844	1187070	peptidase T	WELL-CHARACTERIZED	pepT	b1127
dtpD	b0709	741075	742556	dipeptide:H<sup>+</sup> symporter DtpD	WELL-CHARACTERIZED	dtpD	b0709
G0-10697							
ycaO	b0905	954872	956632	ribosomal protein S12 methylthiotransferase accessory factor YcaO	WELL-CHARACTERIZED	ycaO	b0905
dkgA	b3012	3156623	3157450	methylglyoxal reductase DkgA	WELL-CHARACTERIZED	yqhD // dkgA	b3012
yigB	b3812	3997183	3997899	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	WELL-CHARACTERIZED	yigB // xerC // yigA // dapF // lptM	b3812
yedD	b1928	2007677	2008090	lipoprotein YedD	UNCHARACTERIZED	yedD	b1928
dinF	b4044	4257742	4259121	DNA damage-inducible protein F	PARTIAL	lexA // dinF	b4044
pgi	b4025	4233758	4235407	glucose-6-phosphate isomerase	WELL-CHARACTERIZED	pgi	b4025
punC	b1660	1739911	1741122	purine nucleoside transporter PunC	WELL-CHARACTERIZED	punC	b1660
chpS	b4224	4448447	4448698	ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system	PARTIAL	chpS // chpB	b4224
csgG	b1037	1100851	1101684	curli secretion channel	WELL-CHARACTERIZED	csgG // csgF // csgE // csgD	b1037
tdh	b3616	3790320	3791345	threonine dehydrogenase	WELL-CHARACTERIZED	tdh // kbl	b3616
cheA	b1888	1973360	1975324	chemotaxis protein CheA // chemotaxis protein CheA(S)	WELL-CHARACTERIZED	motR // cheW // cheA // motB // motA	b1888
yfiF	b2581	2717491	2718528	putative methyltransferase YfiF	PARTIAL	yfiF	b2581
yliI	b0837	878742	879857	aldose sugar dehydrogenase YliI	PARTIAL	yliI	b0837
edd	b1851	1932793	1934604	phosphogluconate dehydratase	WELL-CHARACTERIZED	edd // eda	b1851
gltW	b2590	2729369	2729444	tRNA-Glu(UUC)	WELL-CHARACTERIZED	rrlG // gltW // rrsG // rrfG	b2590
panZ	b3459	3597984	3598367	acetyl-CoA-bound PanD maturation factor // PanD maturation factor	WELL-CHARACTERIZED	panZ	b3459
tdcD	b3115	3262452	3263660	propionate kinase	WELL-CHARACTERIZED	tdcG // tdcF // tdcE // tdcD // tdcC // tdcB // tdcA	b3115
ychQ	b1213	1266924	1267316	SirB family protein YchQ	UNCHARACTERIZED	ychA // ychQ // kdsA	b1213
ydjF	b1770	1854096	1854854	putative DNA-binding transcriptional regulator YdjF	PARTIAL	ydjF	b1770
ltaE	b0870	908293	909294	low-specificity L-threonine aldolase	WELL-CHARACTERIZED	hcr // hcp // poxB // ltaE // ybjT	b0870
lolD	b1117	1176619	1177320	lipoprotein release complex - ATP binding subunit	WELL-CHARACTERIZED	lolE // lolD // lolC	b1117
ynfL	b1595	1668699	1669592	putative DNA-binding transcriptional regulator YnfL	PARTIAL	ynfL	b1595
ybjT	b0869	906852	908282	putative NAD(P)-binding protein YbjT	PARTIAL	hcr // hcp // poxB // ltaE // ybjT	b0869
dppB	b3543	3704771	3705790	dipeptide ABC transporter membrane subunit DppB	WELL-CHARACTERIZED	dppF // dppD // dppC // dppB // dppA	b3543
fimE	b4313	4542037	4542633	regulator for fimA	WELL-CHARACTERIZED	fimE	b4313
hyfF	b2486	2606917	2608497	hydrogenase 4 component F	PARTIAL	focB // hyfR // hyfJ // hyfI // hyfH // hyfG // hyfF // hyfE // hyfD // hyfC // hyfB // hyfA	b2486
csgD	b1040	1102546	1103196	DNA-binding transcriptional dual regulator CsgD	WELL-CHARACTERIZED	csgG // csgF // csgE // csgD	b1040
yedI	b1958	2028449	2029366	DUF808 domain-containing inner membrane protein YedI	UNCHARACTERIZED	yedI	b1958
yadK	b0136	151003	151599	putative fimbrial protein YadK	PARTIAL	yadK // yadL // yadM // yadC	b0136
ykfC	b0258	272847	273992	CP4-6 prophage; PF00078 domain-containing protein YkfC	UNCHARACTERIZED	ykfC	b0258
pyrB	b4245	4471460	4472395	aspartate carbamoyltransferase catalytic subunit	WELL-CHARACTERIZED	pyrL // pyrI // pyrB	b4245
dinJ	b0226	246242	246502	antitoxin/DNA-binding transcriptional repressor DinJ	WELL-CHARACTERIZED	dinJ // yafQ	b0226
rcsC	b2218	2317027	2319876	RcsC-phospho-L-aspartate // RcsC-<i>N</i>-phospho-L-histidine // histidine kinase RcsC	WELL-CHARACTERIZED	rcsC	b2218
ymfM	b1148	1203822	1204160	e14 prophage; cell division inhibitor YmfM	PARTIAL	tfaP // ycfK // ymfQ // jayE // beeE // ymfR // ymfN // ymfM // ymfL // ymfT	b1148
yeiH	b2158	2249717	2250766	PF03601 family inner membrane protein YeiH	UNCHARACTERIZED	yeiH	b2158
yqhD	b3011	3155355	3156518	NADPH-dependent aldehyde reductase YqhD	WELL-CHARACTERIZED	yqhD // dkgA	b3011
chiX	b4585	507204	507287	small regulatory RNA ChiX	WELL-CHARACTERIZED	chiX	b4585
soxS	b4062	4277060	4277383	DNA-binding transcriptional dual regulator SoxS	WELL-CHARACTERIZED	soxS	b4062
yebF	b1847	1930034	1930390	secreted protein YebF	UNCHARACTERIZED	yebF	b1847
hyfE	b2485	2606262	2606912	hydrogenase 4 component E	PARTIAL	focB // hyfR // hyfJ // hyfI // hyfH // hyfG // hyfF // hyfE // hyfD // hyfC // hyfB // hyfA	b2485
ybjS	b0868	905740	906753	putative epimerase YbjS	PARTIAL	ybjS	b0868
accD	b2316	2433012	2433926	acetyl-CoA carboxyltransferase subunit &beta;	WELL-CHARACTERIZED	accD	b2316
tyrT	b1231	1287538	1287622	tRNA-Tyr(GUA)	WELL-CHARACTERIZED	tyrT // tpr // tyrV	b1231
luxS	b2687	2814218	2814733	<i>S</i>-ribosylhomocysteine lyase	WELL-CHARACTERIZED	luxS	b2687
hcxB	b0801	836351	837436	hydroxycarboxylate dehydrogenase B	PARTIAL	hcxB	b0801
ybgD	b0719	752229	752795	putative fimbrial protein YbgD	PARTIAL	ybgD	b0719
yqiJ	b3050	3192208	3192837	DUF1449 domain-containing inner membrane protein YqiJ	PARTIAL	yqiK // yqiJ	b3050
yeiP	b2171	2265450	2266022	elongation factor P-like protein YeiP	PARTIAL	yeiP	b2171
ccmG	b2195	2292407	2292964	thiol:disulfide oxidoreductase CcmG	WELL-CHARACTERIZED	ccmH // ccmG // ccmF // ccmE // ccmD // ccmC // ccmB // ccmA // napC // napB // napH // napG // napA // napD // napF	b2195
gatB	b2093	2174282	2174566	galactitol-specific PTS enzyme IIB component	WELL-CHARACTERIZED	gatD // gatC // gatB // gatA // gatZ // gatY	b2093
nnr	b4167	4394066	4395613	NAD(P)HX epimerase / NAD(P)HX dehydratase	WELL-CHARACTERIZED	nnr // hflC // hflK // hflX // hfq // miaA // mutL // amiB // tsaE	b4167
yehB	b2109	2188430	2190910	putative fimbrial usher protein YehB	PARTIAL	yehD // yehC // yehB // yehA	b2109
lpxA	b0181	202560	203348	acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase	WELL-CHARACTERIZED	dnaE // rnhB // lpxB // bamA // lpxA // fabZ // lpxD // skp	b0181
yegR	b2085	2167989	2168306	uncharacterized protein YegR	UNCHARACTERIZED	yegZ // yegR	b2085
gndA		2100863	2101027	heat shock-induced protein GndA	PARTIAL	gndA // gnd	
emrK	b2368	2482176	2483339	tripartite efflux pump membrane fusion protein EmrK	WELL-CHARACTERIZED	emrY // emrK	b2368
murI	b3967	4165428	4166285	glutamate racemase	WELL-CHARACTERIZED	murI // btuB	b3967
aspX	b4825	4366839	4366951	small regulatory RNA AspX	WELL-CHARACTERIZED	aspX	b4825
grxC	b3610	3784191	3784442	oxidized glutaredoxin 3 // reduced glutaredoxin 3	WELL-CHARACTERIZED	yibN // secB // gpsA // grxC	b3610
gspL	b3333	3463922	3465085	cryptic type II secretion system protein GspL	WELL-CHARACTERIZED	gspO // gspM // gspL // gspK // gspJ // gspI // gspH // gspG // gspF // gspE // gspD // gspC	b3333
tusC	b3344	3474973	3475332	sulfurtransferase complex subunit TusC	WELL-CHARACTERIZED	yheO // tusD // tusC // tusB	b3344
patA	b3073	3219494	3220873	putrescine aminotransferase	WELL-CHARACTERIZED	patA	b3073
metB	b3939	4128672	4129832	<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase	WELL-CHARACTERIZED	metL // metB	b3939
aqpZ	b0875	915352	916047	water channel AqpZ	WELL-CHARACTERIZED	aqpZ	b0875
ycjF	b1322	1385511	1386572	DUF697 domain-containing inner membrane protein YcjF	UNCHARACTERIZED	ycjF // ycjX // tyrR	b1322
ydeQ	b1502	1586820	1587734	putative fimbrial adhesin protein YdeQ	PARTIAL	ydeQ	b1502
frdC	b4152	4379377	4379772	fumarate reductase membrane protein FrdC	WELL-CHARACTERIZED	frdD // frdC // frdB // frdA	b4152
clpP	b0437	456677	457300	ATP-dependent Clp protease proteolytic subunit	WELL-CHARACTERIZED	clpP // lon // clpX	b0437
maeB	b2463	2576098	2578377	malate dehydrogenase (oxaloacetate-decarboxylating) (NADP<sup>+</sup>)	WELL-CHARACTERIZED	maeB	b2463
ykfO	b4815	234288	234320	protein YkfO	UNCHARACTERIZED		b4815
ygcR	b2770	2895776	2896555	putative flavoprotein	PARTIAL	ygcR // ygcQ	b2770
actP	b4067	4283253	4284902	acetate/glycolate:cation symporter	WELL-CHARACTERIZED	actP // yjcH // acs	b4067
ivy	b0220	240343	240816	periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	WELL-CHARACTERIZED	ivy	b0220
ycgV	b1202	1253085	1255952	putative autotransporter adhesin YcgV	PARTIAL	ycgV	b1202
yaiA	b0389	406979	407170	protein YaiA	UNCHARACTERIZED	aroL // yaiA // aroM	b0389
ycdU	b1029	1095843	1096829	uncharacterized protein YcdU	UNCHARACTERIZED	ycdU // ymdE	b1029
appA	b0980	1040617	1041915	periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase	WELL-CHARACTERIZED	appX // appC // appB // appA	b0980
ydcZ	b1447	1517882	1518331	putative transport protein YdcZ	PARTIAL	mnaT // ydcZ	b1447
yacC	b0122	136570	136917	putative lipoprotein YacC	UNCHARACTERIZED	yacC // speE // speD	b0122
setB	b2170	2263863	2265044	sugar exporter SetB	WELL-CHARACTERIZED	setB	b2170
radA	b4389	4625912	4627294	DNA recombination protein	WELL-CHARACTERIZED	nadR // radA // serB	b4389
paaG	b1394	1458264	1459052	putative ring 1,2-epoxyphenylacetyl-CoA isomerase (oxepin-CoA forming)	WELL-CHARACTERIZED	paaK // paaI // paaH // paaG // paaF // paaE // paaD // paaC // paaB // paaA // paaJ	b1394
frvA	b3900	4092377	4092823	putative PTS enzyme IIA component FrvA	PARTIAL	frvA // frvB // frvX // frvR	b3900
marR	b1530	1619120	1619554	DNA-binding transcriptional repressor MarR	WELL-CHARACTERIZED	marR // marA // marB	b1530
qseC	b3026	3170484	3171833	QseC-<i>N</i>-phospho-L-histidine // sensor histidine kinase QseC	WELL-CHARACTERIZED	qseC // qseB	b3026
ythA	b4655	4506448	4506573	KpLE2 phage-like element; uncharacterized protein YthA	UNCHARACTERIZED		b4655
ytjE	b4824	4640718	4640771	protein YtjE	UNCHARACTERIZED		b4824
xisR	b1346	1413237	1413452	Rac prophage; excisionase	WELL-CHARACTERIZED	recE // recT // ralR // rcbA // xisR // intR	b1346
dinD	b3645	3817760	3818584	DNA damage-inducible protein D	PARTIAL	dinD	b3645
agrB	b4713	3648294	3648375	small regulatory RNA AgrB	WELL-CHARACTERIZED	agrB	b4713
ydeJ	b1537	1624773	1625291	PF02464 family protein YdeJ	UNCHARACTERIZED	ydeJ	b1537
pbpG	b2134	2223938	2224870	peptidoglycan DD-endopeptidase PbpG	WELL-CHARACTERIZED	pbpG	b2134
ymgF	b4520	1218983	1219201	division septum component YmgF	PARTIAL	ymgF	b4520
ybdG	b0577	603416	604663	miniconductance mechanosensitive channel YbdG	WELL-CHARACTERIZED	ybdG	b0577
tolA	b0739	776342	777607	Tol-Pal system protein TolA	WELL-CHARACTERIZED	ybgC // tolQ // tolR // tolA	b0739
ybhC	b0772	805998	807281	outer membrane lipoprotein YbhC	UNCHARACTERIZED	ybhC	b0772
bacA	b3057	3203310	3204131	undecaprenyl pyrophosphate phosphatase	WELL-CHARACTERIZED	bacA	b3057
ygaH	b2683	2810344	2810679	L-valine exporter, YgaH component	WELL-CHARACTERIZED	ygaH // ygaZ	b2683
glnZ	b4836	4056428	4056621	small regulatory RNA GlnZ	WELL-CHARACTERIZED	glnG // glnL // glnZ // glnA	b4836
yhhH	b3483	3623399	3623782	PF15631 family protein YhhH	UNCHARACTERIZED	yhhH	b3483
acpH	b0404	424337	424918	acyl carrier protein phosphodiesterase	WELL-CHARACTERIZED	acpH	b0404
thiM	b2104	2184513	2185301	hydroxyethylthiazole kinase	WELL-CHARACTERIZED	thiM // thiD	b2104
dhaL	b1199	1249125	1249757	dihydroxyacetone kinase subunit L	WELL-CHARACTERIZED	dhaL // dhaK // dhaM	b1199
ompG	b1319	1381947	1382852	outer membrane porin G	WELL-CHARACTERIZED	ymjB // ycjV // ycjU // ycjT // ycjS // ycjR // ycjQ // ycjP // ycjO // ycjN // ycjM // ompG	b1319
chaB	b1217	1272119	1272349	putative cation transport regulator ChaB	PARTIAL	chaB // chaC	b1217
cyoE	b0428	446815	447705	heme O synthase	WELL-CHARACTERIZED	cyoE // cyoD // cyoC // cyoB // cyoA	b0428
zraS	b4003	4201926	4203323	ZraS-<i>N</i>-phospho-L-histidine // sensor histidine kinase ZraS	WELL-CHARACTERIZED	zraR // zraS	b4003
mdtL	b3710	3891615	3892790	efflux pump MdtL	PARTIAL	mdtL	b3710
ymfD	b1137	1196867	1197532	e14 prophage; putative SAM-dependent methyltransferase YmfD	PARTIAL	ymfE // ymfD	b1137
osmE	b1739	1821918	1822256	osmotically-inducible lipoprotein OsmE	PARTIAL	osmE	b1739
iraD	b4326	4556993	4557385	anti-adaptor protein IraD	WELL-CHARACTERIZED	idlP // ytiD // ytiC // iraD	b4326
yejF	b2180	2276300	2277889	oligopeptide ABC transporter ATP binding subunit YejF	WELL-CHARACTERIZED	yejF // yejE // yejB // yejA	b2180
hipH	b4385	4621769	4623100	toxin YjjJ phosphorylated // serine/threonine-protein kinase toxin HipH	PARTIAL	hipH	b4385
garL	b3126	3272787	3273557	&alpha;-dehydro-&beta;-deoxy-<i>D</i>-glucarate aldolase	WELL-CHARACTERIZED	garK // garL // garP // garR // rnpB	b3126
chbB	b1738	1821299	1821619	<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme IIB component	WELL-CHARACTERIZED	chbG // chbF // chbR // chbA // chbC // chbB	b1738
ydgK	b1626	1705250	1705690	DUF2569 domain-containing inner membrane protein YdgK	UNCHARACTERIZED	ydgK // nth // rsxE // rsxG // rsxD // rsxC // rsxB // rsxA	b1626
narV	b1465	1535937	1536617	nitrate reductase Z subunit &gamma;	WELL-CHARACTERIZED	narU // narY // narZ // narV // narW	b1465
ydeN	b1498	1580842	1582524	putative sulfatase YdeN	PARTIAL	ydeN // ydeM	b1498
uvrB	b0779	813526	815547	UvrABC excision nuclease subunit B	WELL-CHARACTERIZED	uvrB	b0779
yciH	b1282	1342658	1342984	putative translation factor	PARTIAL	yciH // pyrF // lapB // lapA	b1282
yqgA	b2966	3109553	3110260	DUF554 domain-containing protein YqgA	UNCHARACTERIZED	yqgA	b2966
rpoS	b2741	2866559	2867551	RNA polymerase sigma factor RpoS	WELL-CHARACTERIZED	nlpD // rpoS	b2741
proQ	b1831	1914836	1915534	RNA chaperone ProQ	WELL-CHARACTERIZED	proQ // prc	b1831
glmZ	b4456	3986432	3986603	small regulatory RNA GlmZ	WELL-CHARACTERIZED	glmZ	b4456
ccmA	b2201	2297021	2297644	cytochrome <i>c</i> maturation protein A	WELL-CHARACTERIZED	ccmH // ccmG // ccmF // ccmE // ccmD // ccmC // ccmB // ccmA // napC // napB // napH // napG // napA // napD // napF	b2201
rnpB	b3123	3270216	3270592	RNase P catalytic RNA component	WELL-CHARACTERIZED	rnpB // garK // garR // garL // garP	b3123
nfi	b3998	4198790	4199461	endonuclease V	WELL-CHARACTERIZED	nfi // hemE // nudC	b3998
mutY	b2961	3103013	3104065	adenine DNA glycosylase	PARTIAL	nupG // mutY // mltC // yggX	b2961
yggF	b2930	3075217	3076182	fructose 1,6-bisphosphatase YggF	WELL-CHARACTERIZED	cmtB // cmtA // yggP // yggF // yggC // fumE	b2930
ggt	b3447	3585081	3586823	glutathione hydrolase, small subunit // glutathione hydrolase, large subunit // glutathione hydrolase proenzyme	WELL-CHARACTERIZED	ggt	b3447
ydgJ	b1624	1703268	1704308	putative oxidoreductase YdgJ	PARTIAL	ydgJ	b1624
pykF	b1676	1755698	1757110	pyruvate kinase 1	WELL-CHARACTERIZED	pykF	b1676
pyrF	b1281	1341921	1342658	orotidine-5'-phosphate decarboxylase	WELL-CHARACTERIZED	yciH // pyrF // lapB // lapA	b1281
mazG	b2781	2909894	2910685	nucleoside triphosphate pyrophosphohydrolase	WELL-CHARACTERIZED	relA // mazG // mazF // mazE	b2781
yihF	b3861	4044199	4045629	DUF945 domain-containing protein YihF	UNCHARACTERIZED	yihF	b3861
yddG	b1473	1546288	1547169	amino acid exporter YddG	WELL-CHARACTERIZED	yddG	b1473
ruvB	b1860	1944346	1945356	Holliday junction branch migration complex subunit RuvB	WELL-CHARACTERIZED	ruvB // ruvA	b1860
argV	b2694	2818473	2818549	tRNA-Arg(ACG)	WELL-CHARACTERIZED	argZ // argY // argV // serV // argQ	b2694
ybaZ	b0454	475982	476371	DNA base-flipping protein	WELL-CHARACTERIZED	ybaZ	b0454
ptsH	b2415	2533764	2534021	phosphocarrier HPr-<i>N</i><sup>&pi;</sup>-phospho-L-histidine // phosphocarrier protein HPr	WELL-CHARACTERIZED	ptsH // ptsI // crr	b2415
proP	b4111	4330502	4332004	osmolyte:H<sup>+</sup> symporter ProP	WELL-CHARACTERIZED	proP	b4111
zapD	b0102	111856	112599	cell division factor ZapD	PARTIAL	coaE // zapD // yacG	b0102
kdsA	b1215	1268165	1269019	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase	WELL-CHARACTERIZED	kdsA // ychA // ychQ	b1215
msrC	b1832	1915631	1916128	free methionine-(<i>R</i>)-sulfoxide reductase	PARTIAL	msrC	b1832
acrE	b3265	3413864	3415021	multidrug efflux pump membrane fusion lipoprotein AcrE	WELL-CHARACTERIZED	acrE // acrF	b3265
