gene,allele,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,bnum
Ecoli_C42754,Ecoli_C42754A226,316407.85675729,9.960000000000001e-235,646.0,"COG1703@1|root,COG1703@2|Bacteria,1MVI0@1224|Proteobacteria,1RP15@1236|Gammaproteobacteria,3XP3F@561|Escherichia",2|Bacteria,E,Binds and hydrolyzes GTP. Likely functions as a G-protein chaperone that assists AdoCbl cofactor delivery to the methylmalonyl-CoA mutase (MCM) ScpA and reactivation of the enzyme during catalysis,argK,"GO:0003674,GO:0003824,GO:0003924,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111",-,ko:K07588,-,-,-,-,"ko00000,ko01000",-,-,-,ArgK,b2918
Ecoli_C48307,Ecoli_C48307A130,316407.85674949,3.649999999999999e-189,529.0,"COG4589@1|root,COG4589@2|Bacteria,1MX58@1224|Proteobacteria,1RRAG@1236|Gammaproteobacteria,3XQ6J@561|Escherichia",2|Bacteria,S,peptidoglycan-based cell wall biogenesis,cdsA,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0009273,GO:0009987,GO:0016020,GO:0042546,GO:0044085,GO:0044464,GO:0071554,GO:0071840,GO:0071944",2.7.7.41,ko:K00981,"ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070",M00093,R01799,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,CTP_transf_1,b1409
Ecoli_C94372,Ecoli_C94372A166,155864.EDL933_0325,1.82e-125,358.0,"COG2771@1|root,COG2771@2|Bacteria,1NRJZ@1224|Proteobacteria,1SJJF@1236|Gammaproteobacteria",2|Bacteria,K,"Part of the ecpRABCDE operon, which encodes the E.coli common pilus (ECP). ECP is found in both commensal and pathogenic strains and plays a dual role in early-stage biofilm development and host cell recognition",matA,-,-,"ko:K08087,ko:K21907,ko:K21963",-,-,-,-,"ko00000,ko03000",-,-,-,"AAA_25,DUF3991,GerE,Toprim_2",b0294
Ecoli_C26739,Ecoli_C26739A41,316407.85677023,9.510000000000001e-291,795.0,"COG0477@1|root,COG2814@2|Bacteria,1MWKH@1224|Proteobacteria,1RNW6@1236|Gammaproteobacteria,3XRHB@561|Escherichia",2|Bacteria,P,carboxylic acid transmembrane transporter activity,yjhB,"GO:0003674,GO:0005215,GO:0005342,GO:0005351,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0015075,GO:0015077,GO:0015078,GO:0015136,GO:0015144,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015711,GO:0015739,GO:0015849,GO:0016020,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1901264,GO:1901505,GO:1902600,GO:1903825,GO:1905039",-,"ko:K03290,ko:K08178,ko:K08369",-,-,-,-,"ko00000,ko02000","2.A.1,2.A.1.12",-,iECUMN_1333.ECUMN_3698,"MFS_1,Sugar_tr",b4279
Ecoli_C68314,Ecoli_C68314A154,199310.c5102,1.63e-157,443.0,"COG4778@1|root,COG4778@2|Bacteria,1MUPB@1224|Proteobacteria,1RS1I@1236|Gammaproteobacteria",2|Bacteria,P,phosphonate C-P lyase system protein PhnL,phnL,"GO:0005575,GO:0006793,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0019634,GO:0019637,GO:0019700,GO:0032991,GO:0044237,GO:0046434,GO:0061694,GO:0061695,GO:0071704,GO:1901575,GO:1902494,GO:1990234",2.7.8.37,ko:K05780,"ko00440,map00440",-,R10185,"RC00005,RC00063","ko00000,ko00001,ko01000",-,-,-,ABC_tran,b4096
Ecoli_C51755,Ecoli_C51755A322,199310.c0440,6.389999999999999e-207,573.0,"2DBAX@1|root,2Z84Q@2|Bacteria,1R7G4@1224|Proteobacteria,1S0VF@1236|Gammaproteobacteria,3XMBA@561|Escherichia",2|Bacteria,S,Protein of unknown function (DUF2877),yahE,-,-,-,-,-,-,-,-,-,-,-,DUF2877,
Ecoli_C22803,Ecoli_C22803A32,316407.1799764,4.66e-270,745.0,"COG2610@1|root,COG2610@2|Bacteria,1MUFG@1224|Proteobacteria,1RNGE@1236|Gammaproteobacteria,3XQG5@561|Escherichia",2|Bacteria,P,"A D-serine-specific transporter, may function as a H( ) symporter",dsdX,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005351,GO:0005402,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0006950,GO:0006974,GO:0008028,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015128,GO:0015144,GO:0015171,GO:0015175,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015568,GO:0015672,GO:0015711,GO:0015718,GO:0015726,GO:0015804,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022889,GO:0022890,GO:0031224,GO:0031226,GO:0032329,GO:0033554,GO:0034219,GO:0034220,GO:0035429,GO:0042221,GO:0042493,GO:0042873,GO:0042879,GO:0042940,GO:0042942,GO:0042943,GO:0042945,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:1902600,GO:1903825,GO:1905039",-,"ko:K03299,ko:K06155,ko:K06156,ko:K06157,ko:K13629,ko:K16321",-,-,-,-,"ko00000,ko02000","2.A.8,2.A.8.1.2,2.A.8.1.3,2.A.8.1.4,2.A.8.1.5,2.A.8.1.8",-,"iAF1260.b4476,iB21_1397.B21_03240,iBWG_1329.BWG_3127,iEC55989_1330.EC55989_3845,iECB_1328.ECB_03287,iECDH10B_1368.ECDH10B_3609,iECDH1ME8569_1439.ECDH1ME8569_3313,iECD_1391.ECD_03287,iECH74115_1262.ECH74115_4752,iECIAI1_1343.ECIAI1_3581,iECIAI39_1322.ECIAI39_3918,iECO26_1355.ECO26_4525,iECSE_1348.ECSE_3704,iECSP_1301.ECSP_4391,iECUMN_1333.ECUMN_3899,iECs_1301.ECs4285,iEKO11_1354.EKO11_0306,iETEC_1333.ETEC_3684,iEcDH1_1363.EcDH1_0279,iEcE24377_1341.EcE24377A_3914,iEcHS_1320.EcHS_A3635,iEcSMS35_1347.EcSMS35_3719,iEcolC_1368.EcolC_0277,iG2583_1286.G2583_4138,iJO1366.b4476,iSDY_1059.SDY_3587,iSSON_1240.SSON_3547,iUMNK88_1353.UMNK88_4205,iY75_1357.Y75_RS20045,iZ_1308.Z4804",GntP_permease,b2365
Ecoli_C92326,Ecoli_C92326A18,198214.SF3591,1.63e-143,405.0,"COG2963@1|root,COG2963@2|Bacteria,1R68G@1224|Proteobacteria,1RPUA@1236|Gammaproteobacteria",2|Bacteria,L,sequence-specific DNA binding,insJ,-,-,ko:K07483,-,-,-,-,ko00000,-,-,-,"HTH_28,HTH_Tnp_1",b3557
Ecoli_C121777,Ecoli_C121777A239,155864.EDL933_2435,1.16e-111,321.0,"COG3685@1|root,COG3685@2|Bacteria,1R4MJ@1224|Proteobacteria,1RRW4@1236|Gammaproteobacteria,3XPRR@561|Escherichia",2|Bacteria,S,cellular response to DNA damage stimulus,yciE,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,-,-,-,-,-,-,-,-,-,DUF892,
Ecoli_C86260,Ecoli_C86260A0,316407.1736876,3.04e-155,436.0,"COG1788@1|root,COG1788@2|Bacteria,1MVEI@1224|Proteobacteria,1RNXB@1236|Gammaproteobacteria,3XMT4@561|Escherichia",2|Bacteria,I,acetate CoA-transferase activity,atoD,-,"2.8.3.8,2.8.3.9",ko:K01034,"ko00310,ko00627,ko00640,ko00650,ko01100,ko01120,ko02020,map00310,map00627,map00640,map00650,map01100,map01120,map02020",-,"R01179,R01359,R01365,R07832","RC00012,RC00014","ko00000,ko00001,ko01000",-,-,-,CoA_trans,b2221
Ecoli_C124329,Ecoli_C124329A306,316407.85674682,3.7e-108,311.0,"2999H@1|root,2ZWCQ@2|Bacteria,1REYJ@1224|Proteobacteria,1S4XF@1236|Gammaproteobacteria,3XQP7@561|Escherichia",2|Bacteria,S,bubble DNA binding,ybcN,"GO:0000217,GO:0000405,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0005488,GO:0097159,GO:1901363",-,-,-,-,-,-,-,-,-,-,NinB,b0547
Ecoli_C100550,Ecoli_C100550A128,469008.B21_02158,3.11e-116,334.0,"29094@1|root,2ZMYT@2|Bacteria,1NADM@1224|Proteobacteria,1SFMG@1236|Gammaproteobacteria,3XNXP@561|Escherichia",2|Bacteria,S,Domain of unknown function (DUF1877),yfbM,-,-,-,-,-,-,-,-,-,-,-,DUF1877,
Ecoli_C60505,Ecoli_C60505A274,199310.c2984,3.58e-183,511.0,"COG4812@1|root,COG4812@2|Bacteria,1R4BY@1224|Proteobacteria,1RMDG@1236|Gammaproteobacteria,3XNP6@561|Escherichia",2|Bacteria,F,Ethanolamine utilization cobalamin adenosyltransferase,eutT,-,2.5.1.17,ko:K04032,"ko00860,ko01100,map00860,map01100",-,R01492,RC00533,"ko00000,ko00001,ko01000",-,-,-,Cob_adeno_trans,b2459
Ecoli_C275746,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C40837,Ecoli_C40837A65,316407.85677014,1.34e-253,695.0,"COG1063@1|root,COG1063@2|Bacteria,1MV9A@1224|Proteobacteria,1RPYN@1236|Gammaproteobacteria",2|Bacteria,E,L-idonate 5-dehydrogenase,idnD,"GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0019520,GO:0019523,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0046176,GO:0046183,GO:0046395,GO:0050572,GO:0055114,GO:0071704,GO:0072329,GO:1901575",1.1.1.264,ko:K00098,-,-,R05684,RC00089,"ko00000,ko01000",-,-,iEcSMS35_1347.EcSMS35_4748,"ADH_N,ADH_zinc_N",b4267
Ecoli_C80432,Ecoli_C80432A69,155864.EDL933_5715,4.67e-152,428.0,"COG1011@1|root,COG1011@2|Bacteria,1MVF8@1224|Proteobacteria,1RMK3@1236|Gammaproteobacteria,3XNKE@561|Escherichia",2|Bacteria,S,"Nucleotidase that shows high phosphatase activity toward non-canonical pyrimidine nucleotides and three canonical nucleoside 5'-monophosphates (UMP, dUMP, and dTMP), and very low activity against TDP, IMP, UDP, GMP, dGMP, AMP, dAMP, and 6- phosphogluconate. Appears to function as a house-cleaning nucleotidase in vivo, since the general nucleotidase activity of YjjG allows it to protect cells against non-canonical pyrimidine derivatives such as 5-fluoro-2'-deoxyuridine, 5-fluorouridine, 5- fluoroorotate, 5-fluorouracil, and 5-aza-2'-deoxycytidine, and prevents the incorporation of potentially mutagenic nucleotides into DNA. Its dUMP phosphatase activity that catalyzes the hydrolysis of dUMP to deoxyuridine is necessary for thymine utilization via the thymine salvage pathway. Is strictly specific to substrates with 5'-phosphates and shows no activity against nucleoside 2'- or 3'-monophosphates",yjjG,"GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006206,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008252,GO:0008253,GO:0008655,GO:0009058,GO:0009112,GO:0009410,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019438,GO:0019856,GO:0019859,GO:0030145,GO:0034641,GO:0034654,GO:0042221,GO:0042578,GO:0043094,GO:0043100,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046112,GO:0046483,GO:0046872,GO:0046914,GO:0050896,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","3.1.3.102,3.1.3.104,3.1.3.5,3.8.1.2","ko:K01560,ko:K07025,ko:K08723,ko:K20862","ko00230,ko00240,ko00361,ko00625,ko00740,ko00760,ko01100,ko01110,ko01120,map00230,map00240,map00361,map00625,map00740,map00760,map01100,map01110,map01120",M00125,"R00183,R00511,R00548,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346,R05287,R07280","RC00017,RC00697","ko00000,ko00001,ko00002,ko01000",-,-,iECNA114_1301.ECNA114_4614,HAD_2,b4374
Ecoli_C24125,Ecoli_C24125A244,155864.EDL933_2748,3.43e-290,795.0,"COG2718@1|root,COG2718@2|Bacteria,1MWQM@1224|Proteobacteria,1RQWC@1236|Gammaproteobacteria,3XPFD@561|Escherichia",2|Bacteria,S,Belongs to the UPF0229 family,yhbH,-,-,ko:K09786,-,-,-,-,ko00000,-,-,-,"DUF444,Haem_oxygenas_2",
Ecoli_C7008,Ecoli_C7008A473,316407.85674971,0.0,1404.0,"COG4772@1|root,COG4772@2|Bacteria,1MUIH@1224|Proteobacteria,1RQYX@1236|Gammaproteobacteria,3XP4X@561|Escherichia",2|Bacteria,P,siderophore transport,yncD,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec",b1451
Ecoli_C4288,Ecoli_C4288A769,469008.B21_00137,0.0,1528.0,"COG3188@1|root,COG3188@2|Bacteria,1MUHE@1224|Proteobacteria,1RMPU@1236|Gammaproteobacteria,3XQED@561|Escherichia",2|Bacteria,M,outer membrane usher protein,htrE,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0009279,GO:0009297,GO:0009987,GO:0015267,GO:0015288,GO:0015473,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0022803,GO:0022829,GO:0022857,GO:0030030,GO:0030031,GO:0030312,GO:0030313,GO:0031975,GO:0043711,GO:0044085,GO:0044462,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071840,GO:0071944",-,ko:K07347,"ko05133,map05133",-,-,-,"ko00000,ko00001,ko02000,ko02035,ko02044",1.B.11.3,-,-,"PapC_C,PapC_N,Usher",b0139
Ecoli_C265379,,,,,,,,,,,,,,,,,,,,,,
Ecoli_C49400,Ecoli_C49400A156,316407.1736729,1.2e-210,583.0,"COG1209@1|root,COG1209@2|Bacteria,1MU0X@1224|Proteobacteria,1RMTR@1236|Gammaproteobacteria,3XMX5@561|Escherichia",2|Bacteria,M,"Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis",rfbA,"GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0005975,GO:0005976,GO:0005996,GO:0006006,GO:0006139,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008879,GO:0009058,GO:0009059,GO:0009117,GO:0009141,GO:0009147,GO:0009200,GO:0009211,GO:0009219,GO:0009225,GO:0009226,GO:0009262,GO:0009394,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019299,GO:0019300,GO:0019305,GO:0019318,GO:0019319,GO:0019438,GO:0019637,GO:0019692,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0042802,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045226,GO:0046075,GO:0046364,GO:0046379,GO:0046383,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901576",2.7.7.24,ko:K00973,"ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130",M00793,R02328,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,"iNJ661.Rv0334,iSDY_1059.SDY_2206,iSF_1195.SF2102,iSFxv_1172.SFxv_2338,iS_1188.S2225,iUMNK88_1353.UMNK88_4598",NTP_transferase,b2039
Ecoli_C35010,Ecoli_C35010A2,199310.c1387,2.57e-253,697.0,"COG1376@1|root,COG1388@1|root,COG1376@2|Bacteria,COG1388@2|Bacteria,1MVYT@1224|Proteobacteria,1RMNC@1236|Gammaproteobacteria,3XNS9@561|Escherichia",2|Bacteria,M,"Responsible, at least in part, for anchoring of the major outer membrane lipoprotein (Lpp, also known as the Braun lipoprotein) to the peptidoglycan via a meso-diaminopimelyl-L- Lys- bond on the terminal residue of Lpp",ycfS,"GO:0000270,GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0006022,GO:0006023,GO:0006024,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008236,GO:0008238,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016740,GO:0016746,GO:0016755,GO:0016787,GO:0016807,GO:0017171,GO:0018104,GO:0019538,GO:0030203,GO:0034645,GO:0042546,GO:0043164,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0070004,GO:0070008,GO:0070011,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:0071972,GO:0140096,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576",-,"ko:K16291,ko:K19234,ko:K19235,ko:K19236","ko01503,map01503",-,-,-,"ko00000,ko00001,ko01002,ko01011",-,-,-,"LysM,YkuD",b1113
Ecoli_C176784,Ecoli_C176784A0,155864.EDL933_5688,3.35e-73,219.0,"2DM63@1|root,31VID@2|Bacteria,1RIS1@1224|Proteobacteria,1S7E6@1236|Gammaproteobacteria",2|Bacteria,J,Involved in the degradation and recycling of damaged RNA. It is itself a target for degradation by the ATP-dependent protease Lon,symE,"GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009432,GO:0009605,GO:0009892,GO:0009987,GO:0009991,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0019222,GO:0019439,GO:0031668,GO:0033554,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0050896,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575",-,ko:K19048,-,-,-,-,"ko00000,ko02048",-,-,-,SymE_toxin,b4347
Ecoli_C261238,Ecoli_C261238A0,362663.ECP_3591,6.200000000000001e-28,101.0,"2AV4N@1|root,31KUV@2|Bacteria,1QIQ7@1224|Proteobacteria,1TGJI@1236|Gammaproteobacteria,3XR7E@561|Escherichia",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Ecoli_C207884,Ecoli_C207884A7,198214.SF2079,1.32e-57,178.0,"COG2161@1|root,COG2161@2|Bacteria,1N6X6@1224|Proteobacteria,1SDQ0@1236|Gammaproteobacteria",2|Bacteria,D,Antitoxin component of a toxin-antitoxin (TA) module,yefM,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0015643,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0042710,GO:0043565,GO:0044010,GO:0044764,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051704,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",2.3.1.15,"ko:K08591,ko:K19159","ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",M00089,"R00851,R09380","RC00004,RC00039,RC00041","ko00000,ko00001,ko00002,ko01000,ko01004,ko02048",-,-,-,PhdYeFM_antitox,b2017
Ecoli_C60308,Ecoli_C60308A31,1216966.BAUC01000021_gene1175,4.92e-173,485.0,"28H9R@1|root,2Z7MD@2|Bacteria,1MVTR@1224|Proteobacteria,1RMPH@1236|Gammaproteobacteria",2|Bacteria,S,"Psort location Cytoplasmic, score 8.96",-,-,-,-,-,-,-,-,-,-,-,-,DUF932,
Ecoli_C21794,Ecoli_C21794A0,155864.EDL933_3119,0.0,931.0,"COG2148@1|root,COG2148@2|Bacteria,1MV6W@1224|Proteobacteria,1RMMN@1236|Gammaproteobacteria,3XMRD@561|Escherichia",2|Bacteria,M,"Is the initiating enzyme for colanic acid (CA) synthesis. Catalyzes the transfer of the glucose-1-phosphate moiety from UDP-Glc onto the carrier lipid undecaprenyl phosphate (C55-P), forming a phosphoanhydride bond yielding to glucosyl- pyrophosphoryl-undecaprenol (Glc-PP-C55). Also possesses a weak galactose-1-P transferase activity",wcaJ,"GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009242,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016780,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044464,GO:0046377,GO:0071704,GO:0071944,GO:0089702,GO:1901135,GO:1901137,GO:1901576",-,ko:K03606,"ko05111,map05111",-,-,-,"ko00000,ko00001",-,-,-,"Bac_transf,CoA_binding_3",b2047
Ecoli_C277170,,,,,,,,,,,,,,,,,,,,,,b4655
Ecoli_C129378,Ecoli_C129378A74,199310.c3065,3.8900000000000004e-86,255.0,"COG2259@1|root,COG2259@2|Bacteria,1RHTN@1224|Proteobacteria,1S8GD@1236|Gammaproteobacteria,3XPKA@561|Escherichia",2|Bacteria,S,SURF4 family,yphA,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K15977,-,-,-,-,ko00000,-,-,-,DoxX,b2543
Ecoli_C125009,,,,,,,,,,,,,,,,,,,,,,b3596
Ecoli_C15543,Ecoli_C15543A424,155864.EDL933_0845,0.0,898.0,"COG0471@1|root,COG0471@2|Bacteria,1MUSA@1224|Proteobacteria,1RMF3@1236|Gammaproteobacteria,3XP6G@561|Escherichia",2|Bacteria,P,sodium ion transport,ybhI,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,"ko:K03319,ko:K09477,ko:K11106","ko02020,map02020",-,-,-,"ko00000,ko00001,ko02000","2.A.47,2.A.47.3.2,2.A.47.3.3",-,"iAF1260.b3063,iBWG_1329.BWG_2774,iECDH10B_1368.ECDH10B_3238,iECDH1ME8569_1439.ECDH1ME8569_2959,iECIAI1_1343.ECIAI1_3211,iETEC_1333.ETEC_3334,iEcDH1_1363.EcDH1_0637,iEcolC_1368.EcolC_0636,iJO1366.b3063,iJR904.b3063,iSF_1195.SF0891,iSSON_1240.SSON_0564,iS_1188.S0938,iUMNK88_1353.UMNK88_3815,iY75_1357.Y75_RS15915",Na_sulph_symp,b0770
Ecoli_C48948,Ecoli_C48948A180,316407.4062324,5.84e-221,610.0,"COG1230@1|root,COG1230@2|Bacteria,1MVQB@1224|Proteobacteria,1RMR8@1236|Gammaproteobacteria,3XMQK@561|Escherichia",2|Bacteria,P,"Involved in zinc efflux across the cytoplasmic membrane, thus reducing zinc accumulation in the cytoplasm and rendering bacteria more resistant to zinc. It may contribute to zinc homeostasis at low concentrations of zinc",zitB,"GO:0000041,GO:0003674,GO:0005215,GO:0005385,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006829,GO:0008150,GO:0008324,GO:0015075,GO:0015318,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0044464,GO:0046873,GO:0046915,GO:0051179,GO:0051234,GO:0055085,GO:0070838,GO:0071577,GO:0071944,GO:0072509,GO:0072511,GO:0098655,GO:0098660,GO:0098662",-,ko:K16264,-,-,-,-,"ko00000,ko02000",2.A.4.1,-,"iNRG857_1313.NRG857_03325,iPC815.YPO1129",Cation_efflux,b0752
Ecoli_C32718,Ecoli_C32718A550,316407.85676665,6.12e-210,587.0,"COG0626@1|root,COG0626@2|Bacteria,1Q22V@1224|Proteobacteria,1S07H@1236|Gammaproteobacteria,3XPA6@561|Escherichia",2|Bacteria,E,O-acetylhomoserine aminocarboxypropyltransferase activity,yhfS,"GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0003961,GO:0004124,GO:0006082,GO:0006520,GO:0006534,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009069,GO:0009070,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0017144,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0071265,GO:0071266,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.5.1.48,ko:K01739,"ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230",M00017,"R00999,R01288,R02508,R03217,R03260,R04944,R04945,R04946","RC00020,RC00056,RC00069,RC00420,RC02848,RC02866","ko00000,ko00001,ko00002,ko01000",-,-,-,"Aminotran_1_2,Aminotran_5,Cys_Met_Meta_PP",b3376
Ecoli_C198679,Ecoli_C198679A4,754331.AEME01000001_gene3980,1.6e-51,169.0,"COG1475@1|root,COG1475@2|Bacteria,1PCSS@1224|Proteobacteria,1TKI7@1236|Gammaproteobacteria,3XR45@561|Escherichia",2|Bacteria,K,ParB-like nuclease domain,ynaK,-,-,-,-,-,-,-,-,-,-,-,"N6_N4_Mtase,ParBc",b1365
Ecoli_C245124,,,,,,,,,,,,,,,,,,,,,,b1500
Ecoli_C120553,Ecoli_C120553A124,199310.c1563,1.02e-80,243.0,"2DP4N@1|root,330HV@2|Bacteria,1N10F@1224|Proteobacteria,1S95X@1236|Gammaproteobacteria,3XPIW@561|Escherichia",2|Bacteria,S,Necessary for host cell lysis. It is believed to code for an endopeptidase that cleaves the amino-carboxyl cross-link between the diaminopimelic acid and D-alanine residues in the murein component of the bacterial cell wall (By similarity),rzpD,-,-,ko:K14744,-,-,-,-,"ko00000,ko01000",-,-,-,Phage_lysis,
