,sample_id,study,project,reference_condition,reference_condition_old,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth_Phase,Growth Rate (1/hr),Isolate Type,Additional Details,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,doi,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates,run_date,n_replicates,PxK_sample_type,deleted_genes,mutated_genes,overexpressed_genes,passed_replicate_correlations,show_study,study_sort,qc_id
pmg_wt_489,ica__leu_glcr__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,leu_glcr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucarate(4),NH4Cl(1),O2,sauer trace element mixture,leucine (10mM),,,0.29,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993791,SRR8173238,s3://precise-db/raw_data/ica/ICA_HRS_LeucineSaccharicAcidSupplementationrep2_S35_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_LeucineSaccharicAcidSupplementationrep2_S35_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:leu_glcr,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00172
pmg_wt_490,ica__met_glc__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,met_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),,,0.74,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993792,SRR8173239,s3://precise-db/raw_data/ica/ICA_HRS_MethionineGlucoseSupplementationrep1_S38_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_MethionineGlucoseSupplementationrep1_S38_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:met_glc,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00173
pmg_wt_491,ica__met_glc__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,met_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,methionine (5mM),,,0.74,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993793,SRR8173240,s3://precise-db/raw_data/ica/ICA_HRS_MethionineGlucoseSupplementationrep2_S39_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_MethionineGlucoseSupplementationrep2_S39_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:met_glc,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00174
pmg_wt_492,ica__no3_anaero__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,no3_anaero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,,,0.35,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993794,SRR8173241,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep1_S5_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep1_S5_L007_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:no3_anaero,TRUE,TRUE,12/23/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00175
pmg_wt_493,ica__no3_anaero__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,no3_anaero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),KNO3(20mM),sauer trace element mixture,,,,0.35,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993795,SRR8173242,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep2_S3_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_Nitrateanaerobicrep2_S3_L007_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:no3_anaero,TRUE,TRUE,12/23/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00176
pmg_wt_494,ica__phe_acgam__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,phe_acgam,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),,,0.63,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993796,SRR8173243,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep1_S42_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep1_S42_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:phe_acgam,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00177
pmg_wt_495,ica__phe_acgam__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,phe_acgam,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,N-acetylglucosamine(4),NH4Cl(1),O2,sauer trace element mixture,phenylalanine (5mM),,,0.63,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993797,SRR8173244,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep2_S43_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_PhenylalanineN_acetylglucosamineSupplementationrep2_S43_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:phe_acgam,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00178
pmg_wt_496,ica__thm_gal__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,thm_gal,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),,,0.34,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993798,SRR8173245,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep1_S40_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep1_S40_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:thm_gal,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00179
pmg_wt_497,ica__thm_gal__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,thm_gal,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,galactose(4),NH4Cl(1),O2,sauer trace element mixture,thiamine (1uM),,,0.34,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993799,SRR8173246,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep2_S41_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_ThiamineGalactoseSupplementationrep2_S41_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:thm_gal,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00180
pmg_wt_498,ica__tyr_glcn__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,tyr_glcn,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,,0.57,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993800,SRR8173247,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep1_S44_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep1_S44_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:tyr_glcn,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00181
pmg_wt_499,ica__tyr_glcn__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,tyr_glcn,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,gluconate(4),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,,0.57,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993801,SRR8173248,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep2_S45_L002_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_TyrosineD_gluconateSupplementationrep2_S45_L002_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:tyr_glcn,TRUE,TRUE,12/10/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00182
pmg_wt_500,ica__ura_pyr__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,ura_pyr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),,,0.27,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993802,SRR8173249,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep1_S7_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep1_S7_L007_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:ura_pyr,TRUE,TRUE,12/23/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00183
pmg_wt_501,ica__ura_pyr__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,ura_pyr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,pyruvate(3.3),NH4Cl(1),O2,sauer trace element mixture,uracil (1 mM),,,0.27,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX4993803,SRR8173250,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep2_S2_L007_R1_001.fastq,s3://precise-db/raw_data/ica/ICA_HRS_UracilwithSodiumPyruvaterep2_S2_L007_R2_001.fastq,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:ura_pyr,TRUE,TRUE,12/23/2017,2,WT,,,,TRUE,All Other Studies,1,p1k_00184
pmg_wt_502,ica__wt_glc__5,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,wt_glc,5,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,0.63,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975758,SRR9204648,s3://precise-db/raw_data/ica/PAL001_S28_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL001_S28_L002_R2_001.fastq.gz,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:wt_glc,TRUE,TRUE,10/17/2018,6,WT,,,,TRUE,All Other Studies,1,p1k_00185
pmg_wt_503,ica__wt_glc__6,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,wt_glc,6,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,,,,0.63,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975759,SRR9204649,s3://precise-db/raw_data/ica/PAL002_S29_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL002_S29_L002_R2_001.fastq.gz,Anand Sastry,Ying Hefner,TRUE,TRUE,TRUE,TRUE,ica:wt_glc,TRUE,TRUE,10/17/2018,6,WT,,,,TRUE,All Other Studies,1,p1k_00186
pmg_wt_504,ica__ade_glc__1,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,ade_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),,,0.78,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975762,SRR9204652,s3://precise-db/raw_data/ica/PAL010_S37_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL010_S37_L002_R2_001.fastq.gz,Anand Sastry,Sibei (Julia) Xu,TRUE,TRUE,TRUE,TRUE,ica:ade_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,All Other Studies,1,p1k_00189
pmg_wt_505,ica__ade_glc__2,ICA,ica,pmg_wt_478;pmg_wt_479;pmg_wt_480;pmg_wt_481;pmg_wt_502;pmg_wt_503,wt_glc,ade_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,adenine (100mg/L),,,0.78,,,HiSeq 4000,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122295,SRX5975763,SRR9204653,s3://precise-db/raw_data/ica/PAL011_S38_L002_R1_001.fastq.gz,s3://precise-db/raw_data/ica/PAL011_S38_L002_R2_001.fastq.gz,Anand Sastry,Sibei (Julia) Xu,TRUE,TRUE,TRUE,TRUE,ica:ade_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,All Other Studies,1,p1k_00190
pmg_wt_506,minspan__wt_glc__3,MinSpan,minspan,pmg_wt_506;pmg_wt_507,wt_glc,wt_glc,3,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,,GAIIX,PAIRED,ILLUMINA,4,doi.org/10.15252/msb.20145243,GSE48324,SRX315214,SRR922262,s3://precise-db/raw_data/minspan/SRR922262_1.fastq,s3://precise-db/raw_data/minspan/SRR922262_2.fastq,Aarash Bordbar,Haythem Latif,TRUE,TRUE,TRUE,TRUE,minspan:wt_glc,TRUE,TRUE,10/1/2012,3,WT,,,,TRUE,All Other Studies,1,p1k_00071
pmg_wt_507,minspan__wt_glc__4,MinSpan,minspan,pmg_wt_506;pmg_wt_507,wt_glc,wt_glc,4,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,,,,,Bridging Study between MiSeq & GAIIX,MiSeq,PAIRED,ILLUMINA,4,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985301,SRR8164486,s3://precise-db/raw_data/minspan/wt_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/minspan/wt_S1_L001_R2_001.fastq.gz,Aarash Bordbar,Haythem Latif,TRUE,TRUE,TRUE,TRUE,minspan:wt_glc,TRUE,TRUE,10/1/2012,3,WT,,,,TRUE,All Other Studies,1,p1k_00072
pmg_wt_508,minspan__wt_glc_anaero__1,MinSpan,minspan,pmg_wt_506;pmg_wt_507,wt_glc,wt_glc_anaero,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,,GAIIX,PAIRED,ILLUMINA,2,doi.org/10.15252/msb.20145243,GSE48324,SRX315218,SRR922266,s3://precise-db/raw_data/minspan/SRR922266_1.fastq,s3://precise-db/raw_data/minspan/SRR922266_2.fastq,Aarash Bordbar,Haythem Latif,TRUE,TRUE,TRUE,TRUE,minspan:wt_glc_anaero,TRUE,TRUE,10/1/2012,2,WT,,,,TRUE,All Other Studies,1,p1k_00073
pmg_wt_509,minspan__wt_glc_anaero__2,MinSpan,minspan,pmg_wt_506;pmg_wt_507,wt_glc,wt_glc_anaero,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),,sauer trace element mixture,,,,,,,GAIIX,PAIRED,ILLUMINA,2,doi.org/10.15252/msb.20145243,GSE48324,SRX315219,SRR922267,s3://precise-db/raw_data/minspan/SRR922267_1.fastq,s3://precise-db/raw_data/minspan/SRR922267_2.fastq,Aarash Bordbar,Haythem Latif,TRUE,TRUE,TRUE,TRUE,minspan:wt_glc_anaero,TRUE,TRUE,10/1/2012,2,WT,,,,TRUE,All Other Studies,1,p1k_00074
pmg_wt_510,misc__wt_no_te__1,Misc,misc,pmg_wt_445;pmg_wt_446,wt_no_te,wt_no_te,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,,MiSeq,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985291,SRR8164476,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,TRUE,TRUE,TRUE,TRUE,misc:wt_no_te,TRUE,TRUE,3/13/2015,2,WT,,,,TRUE,All Other Studies,1,p1k_00041
pmg_wt_511,misc__wt_no_te__2,Misc,misc,pmg_wt_445;pmg_wt_446,wt_no_te,wt_no_te,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(4),NH4Cl(1),O2,,,,,,,,MiSeq,PAIRED,ILLUMINA,2,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985292,SRR8164477,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,TRUE,TRUE,TRUE,TRUE,misc:wt_no_te,TRUE,TRUE,3/13/2015,2,WT,,,,TRUE,All Other Studies,1,p1k_00042
pmg_wt_512,misc2__salc_glc__1,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,salc_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,salicylate,,,0.22,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/ica__salc__1.R1.fastq.gz,s3://precise-db/raw_data/misc2/ica__salc__1.R2.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:salc_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00271
pmg_wt_513,misc2__salc_glc__2,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,salc_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,salicylate,,,0.22,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/ica__salc__2.R1.fastq.gz,s3://precise-db/raw_data/misc2/ica__salc__2.R2.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:salc_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00272
pmg_wt_514,misc2__dbcn_glc__1,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,dbcn_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,dibucaine,,,0.32,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/ica__dbc_glc__1.R1.fastq.gz,s3://precise-db/raw_data/misc2/ica__dbc_glc__1.R2.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:dbcn_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00273
pmg_wt_515,misc2__dbcn_glc__2,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,dbcn_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,dibucaine,,,0.32,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/ica__dbc_glc__2.R1.fastq.gz,s3://precise-db/raw_data/misc2/ica__dbc_glc__2.R2.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:dbcn_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00274
pmg_wt_516,misc2__tyr_glc__1,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,tyr_glc,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,,0.77,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/PAL006_S33_L002_R1_001.fastq.gz,s3://precise-db/raw_data/misc2/PAL006_S33_L002_R2_001.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:tyr_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00275
pmg_wt_517,misc2__tyr_glc__2,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,tyr_glc,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,tyrosine (5mM),,,0.77,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/PAL007_S34_L002_R1_001.fastq.gz,s3://precise-db/raw_data/misc2/PAL007_S34_L002_R2_001.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:tyr_glc,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00276
pmg_wt_518,misc2__arg_cytd__1,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,arg_cytd,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM) + arginine (5mM),,,0.67,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/PAL008_S35_L002_R1_001.fastq.gz,s3://precise-db/raw_data/misc2/PAL008_S35_L002_R2_001.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:arg_cytd,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00277
pmg_wt_519,misc2__arg_cytd__2,Miscellaneous #2,misc2,pmg_wt_445;pmg_wt_446,salc_glc,arg_cytd,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7,glucose(2),NH4Cl(1),O2,sauer trace element mixture,cytidine (1mM) + arginine (5mM),,,0.67,,,HiSeq 4000,PAIRED,ILLUMINA,2,,,,,s3://precise-db/raw_data/misc2/PAL009_S36_L002_R1_001.fastq.gz,s3://precise-db/raw_data/misc2/PAL009_S36_L002_R2_001.fastq.gz,Anand Sastry,Sibei Xu,TRUE,TRUE,TRUE,TRUE,misc2:arg_cytd,TRUE,TRUE,10/17/2018,2,WT,,,,TRUE,Miscellaneous #2,0,p1k_00278
pmg_wt_520,nac_ntrc__wt_csn__1,Nac/NtrC,nac_ntrc,pmg_wt_520;pmg_wt_521,wt_csn,wt_csn,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7,glucose(2),cytosine(2),O2,,,,,,,,MiSeq,PAIRED,ILLUMINA,2,escholarship.org/uc/item/0k4709x6,GSE54904,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,TRUE,TRUE,TRUE,TRUE,nac_ntrc:wt_csn,TRUE,TRUE,4/18/2013,2,WT,,,,TRUE,All Other Studies,1,p1k_00027
pmg_wt_521,nac_ntrc__wt_csn__2,Nac/NtrC,nac_ntrc,pmg_wt_520;pmg_wt_521,wt_csn,wt_csn,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7,glucose(2),cytosine(2),O2,,,,,,,,MiSeq,PAIRED,ILLUMINA,2,escholarship.org/uc/item/0k4709x6,GSE54904,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,TRUE,TRUE,TRUE,TRUE,nac_ntrc:wt_csn,TRUE,TRUE,4/18/2013,2,WT,,,,TRUE,All Other Studies,1,p1k_00028
